Energy(MeV)
1.21
0.98
0.85
0.91
1.25
1.11
1.32
2.83
0.48
1.73
4.09
0.4
3.07
1.52
0.97
7.81
3.96
3.23
1.3
0.24
0.64
0.5
3.08
1.74
1.1
5.09
0.13
0.66
1.2
1.68
0.37
0.74
1.89
0.14
0.86
1.45
1.65
3.98
4.88
1.11
1.49
4.96
1.65
0.74
1.32
3.7
0.88
1.57
2.32
1.59
1.45
2.17
3.07
6.03
0.12
0.31
1.19
0.79
0.78
3.54
0.09
0.96
0.3
0.23
1.0
0.38
0.33
2.27
3.04
2.11
6.15
0.23
0.17
0.08
1.53
0.19
1.74
0.81
7.65
1.29
0.34
1.99
2.15
6.29
0.79
1.57
2.68
0.5
4.98
