Energy(MeV)
3.21
1.02
0.15
0.41
4.04
0.14
0.27
3.12
4.62
3.96
4.41
0.98
1.07
6.75
0.32
0.29
0.6
2.05
2.23
1.56
0.78
0.36
3.23
2.82
6.85
0.1
4.14
0.16
1.4
1.64
0.33
0.63
3.65
2.72
0.21
0.31
0.77
2.01
0.46
0.47
3.69
3.08
1.09
8.22
7.77
0.98
2.69
1.7
0.27
3.31
1.91
5.78
0.32
6.86
0.36
2.05
5.53
9.02
2.47
0.29
0.11
0.55
1.92
2.64
4.51
5.11
0.84
0.24
0.19
3.78
3.47
0.11
1.25
2.08
0.66
5.12
2.43
2.97
4.74
4.66
1.65
4.75
0.72
0.21
0.97
0.49
2.51
1.09
1.76
1.84
0.18
3.35
0.23
0.66
1.21
8.77
0.25
0.25
0.43
0.63
0.07
0.28
0.76
2.84
3.98
3.98
0.11
0.23
0.65
2.26
0.15
1.98
1.18
0.63
0.09
3.36
0.25
1.78
0.26
4.31
0.11
0.35
3.43
1.98
3.67
0.19
7.28
3.52
0.19
0.36
4.5
4.62
0.09
0.41
1.27
5.7
5.17
0.16
9.67
0.11
0.59
3.47
1.24
9.24
0.11
0.87
5.14
0.31
0.35
2.49
5.8
0.05
4.64
2.89
5.67
4.66
0.73
4.3
3.35
2.9
0.68
3.06
0.62
0.45
0.84
1.3
4.45
4.11
0.22
10.94
4.73
0.12
5.66
0.3
1.17
0.24
1.15
5.25
0.81
0.62
4.18
0.5
0.2
4.95
4.74
0.15
3.26
4.45
0.1
3.77
0.15
2.13
3.03
0.29
2.37
4.03
0.09
0.36
6.19
2.02
5.83
0.14
4.75
0.1
6.87
0.3
8.45
2.82
0.16
0.89
3.79
1.24
0.11
2.25
0.1
8.31
0.13
0.19
0.9
7.47
0.15
0.27
5.48
5.29
0.14
3.21
0.29
0.32
0.1
5.99
1.38
5.45
1.25
0.11
8.26
0.28
0.12
3.75
0.17
6.04
2.64
0.5
1.48
0.15
3.92
0.4
0.34
0.78
5.75
0.3
3.27
5.83
0.18
2.46
4.05
7.9
0.48
5.98
2.01
0.91
5.66
0.67
3.6
1.42
1.83
0.65
1.92
1.31
0.61
3.6
0.73
7.19
0.16
0.3
4.75
0.17
0.15
9.54
0.13
8.37
4.27
0.17
0.32
3.46
0.47
4.15
1.03
3.98
1.59
0.09
4.11
0.23
2.36
0.59
2.9
0.13
3.03
0.06
6.92
2.13
0.13
0.88
3.48
0.9
0.94
4.63
0.23
2.34
3.09
3.39
5.9
1.42
7.05
1.55
3.13
0.78
0.27
4.07
0.12
3.01
5.54
0.29
1.98
0.7
6.18
0.36
0.99
5.07
0.19
4.48
0.16
0.72
2.32
0.65
4.18
4.02
5.92
0.27
0.27
0.3
0.3
0.74
5.99
0.34
2.07
5.84
1.75
0.18
0.9
0.6
0.23
2.38
4.79
4.39
5.18
0.4
1.45
3.52
0.2
0.1
1.24
0.36
0.57
5.94
0.38
2.74
4.92
2.29
0.77
0.28
0.1
0.28
4.46
3.61
0.41
5.36
6.08
0.31
0.38
2.41
1.12
0.57
6.09
0.62
1.32
1.43
0.1
0.25
1.79
3.65
2.35
3.78
5.11
0.37
0.19
7.37
7.31
0.14
4.63
0.98
3.05
0.26
4.59
0.2
0.34
0.77
2.23
1.56
4.75
0.21
1.68
0.11
1.69
0.18
0.65
6.7
0.16
0.33
7.32
0.11
0.17
1.92
2.12
0.1
6.44
3.48
0.4
1.04
2.67
0.17
2.81
0.18
2.51
3.07
5.42
2.04
2.55
0.19
4.69
0.16
0.94
2.3
0.47
1.48
0.61
0.31
2.75
1.47
0.14
0.34
0.21
0.96
2.03
1.71
0.14
0.9
0.5
3.63
3.69
6.84
0.37
0.37
2.16
2.16
1.98
5.77
2.04
5.63
0.08
0.85
1.38
4.98
0.79
0.77
5.61
0.28
0.23
0.17
3.67
8.66
0.38
0.17
1.09
5.74
0.84
1.22
1.78
4.6
1.03
0.7
6.9
0.44
3.26
1.11
7.22
0.42
0.81
5.89
0.1
0.16
1.43
6.52
7.03
9.61
5.2
3.39
0.1
1.28
0.23
0.14
3.75
6.72
0.59
8.32
0.28
1.23
7.24
1.61
3.15
0.37
1.95
3.69
4.4
2.83
4.91
0.65
2.9
0.11
0.65
3.24
3.59
1.0
0.78
1.24
0.16
3.46
5.09
0.97
8.06
5.29
1.15
0.11
1.52
4.45
0.09
0.12
4.94
0.64
1.14
6.15
2.89
1.29
0.89
0.6
1.38
6.03
0.2
4.61
1.24
2.97
9.67
1.44
0.44
3.26
0.17
1.36
0.76
1.2
5.51
1.53
2.35
0.27
0.42
6.91
1.34
7.12
0.28
0.3
0.91
2.55
2.17
0.12
5.37
2.26
1.36
0.18
0.98
0.09
1.73
2.18
0.18
2.2
2.7
0.64
0.14
0.72
5.55
0.2
0.37
0.16
2.0
0.18
1.34
4.17
1.21
0.51
0.14
5.77
0.34
0.12
1.21
5.4
0.15
0.36
0.12
0.19
0.2
0.65
0.88
6.11
3.09
0.47
0.27
1.04
2.55
0.27
1.72
0.82
6.46
2.41
0.08
0.19
0.89
4.36
1.35
0.24
3.78
2.0
4.96
8.0
0.07
2.95
4.1
0.12
2.59
0.37
0.82
0.23
2.96
3.72
8.71
0.15
1.52
7.43
4.31
1.2
0.58
2.98
0.48
7.89
0.16
2.62
5.29
0.13
3.98
4.17
0.83
3.79
0.14
0.21
1.43
5.88
9.06
3.64
0.32
2.72
2.83
0.22
5.97
0.08
3.63
5.26
0.12
0.41
9.25
9.29
0.24
0.28
2.86
0.22
0.11
0.65
6.19
0.13
0.16
2.1
0.13
0.78
6.26
5.76
0.1
0.56
4.61
0.3
0.71
5.46
1.27
5.61
0.19
0.4
0.59
1.75
7.14
0.2
0.78
1.43
6.81
2.28
3.08
0.61
1.04
5.53
2.69
5.71
0.31
8.09
0.69
1.74
7.21
5.13
0.21
0.51
0.19
1.92
3.56
1.68
6.98
0.1
0.23
0.54
0.79
0.51
1.87
1.68
0.28
1.61
0.17
2.52
0.1
4.96
6.96
3.51
1.76
0.21
0.53
3.23
0.29
4.17
0.13
0.3
1.17
1.31
0.56
0.12
1.4
3.62
0.23
1.55
1.02
0.78
2.4
1.36
7.04
0.14
2.44
3.99
0.07
1.05
4.97
0.42
0.67
7.9
3.08
0.15
1.54
1.76
4.49
0.45
6.79
0.15
0.23
0.9
1.75
5.23
0.24
2.26
0.11
4.8
0.15
0.29
0.52
1.31
0.61
5.24
0.14
4.83
0.33
4.08
1.53
0.77
7.42
0.24
2.65
0.7
5.76
3.81
0.45
5.87
0.24
4.61
0.86
0.13
0.55
5.63
0.4
2.08
1.45
5.39
0.13
0.58
6.27
0.26
0.22
1.49
1.35
2.89
5.71
0.65
0.75
1.5
4.78
0.18
0.52
5.17
0.11
2.66
0.55
3.12
1.82
0.47
1.03
2.9
0.14
4.79
7.72
7.98
1.93
6.95
1.21
6.54
0.25
0.63
8.5
1.95
1.22
0.39
1.39
2.99
0.63
6.46
6.23
4.31
1.29
0.87
0.13
0.77
4.49
5.65
0.14
1.69
0.08
2.4
0.13
1.72
1.55
1.79
0.12
6.34
0.55
1.68
0.85
7.73
6.92
2.91
1.9
5.41
0.1
2.47
0.28
0.56
5.49
0.14
0.82
6.42
0.09
0.21
1.03
1.9
0.24
0.1
2.49
0.24
3.48
5.22
0.11
0.26
0.1
1.96
4.27
1.1
0.24
0.36
3.95
1.2
7.66
0.39
0.88
4.87
3.04
3.8
0.18
0.26
4.03
2.03
1.25
1.85
1.11
3.4
4.9
1.08
6.63
1.63
0.72
1.78
0.56
3.9
0.85
3.71
0.65
1.06
2.07
6.52
3.71
4.47
0.17
0.56
3.92
2.04
3.32
0.12
0.66
5.47
1.31
4.79
5.78
2.63
0.24
6.19
0.16
2.46
2.96
0.4
8.1
0.69
0.91
0.54
6.52
1.7
5.9
0.22
0.84
0.23
1.52
7.12
6.41
0.18
6.24
0.41
2.47
3.87
1.19
0.99
0.11
0.17
3.78
0.13
0.14
1.29
0.39
0.19
0.95
8.19
0.55
4.24
0.83
7.34
0.52
2.94
2.57
3.18
0.39
1.49
0.06
2.68
0.52
2.66
0.3
0.51
0.24
6.76
0.21
0.11
1.51
0.23
1.92
0.66
0.14
4.31
5.4
0.16
0.66
2.53
0.12
1.01
0.35
0.16
0.89
1.96
0.17
0.11
6.81
0.21
0.35
0.24
0.13
0.14
1.17
0.17
6.1
6.18
0.63
2.47
4.38
0.16
1.92
4.05
5.24
0.3
4.17
0.12
0.35
0.19
0.31
0.52
0.84
3.87
1.44
1.63
0.11
5.77
0.12
0.2
5.81
2.73
0.64
0.16
0.73
8.3
2.12
5.18
7.68
2.47
2.97
0.32
5.85
2.43
8.9
0.24
6.01
0.18
0.6
1.02
3.5
0.52
0.15
1.1
5.94
0.27
0.21
7.15
1.72
0.24
6.36
0.38
1.28
1.94
2.59
0.14
3.77
0.65
4.52
2.02
0.8
0.4
2.96
0.15
0.18
9.16
5.25
1.96
0.09
1.05
6.28
5.64
0.19
4.63
0.15
0.26
2.37
0.2
0.52
0.24
5.28
3.28
1.35
7.9
0.97
0.7
0.26
0.04
3.81
0.43
0.28
2.29
2.53
0.33
0.14
6.77
0.48
7.53
0.13
0.27
2.79
8.0
0.11
1.31
2.61
4.07
0.14
1.75
0.53
6.65
0.87
0.25
2.23
4.2
0.18
2.32
6.19
2.01
0.13
3.35
0.61
1.34
0.16
2.93
0.1
5.84
0.13
0.75
5.27
5.19
0.48
3.42
0.35
6.79
0.65
3.66
3.95
0.28
6.19
2.21
0.26
4.67
1.3
8.85
3.15
0.69
6.25
0.92
8.51
1.04
3.89
0.75
3.38
0.19
6.29
2.24
7.68
3.75
0.26
1.31
7.02
0.13
7.91
0.12
4.46
3.97
0.2
0.47
1.83
0.38
0.89
0.18
0.81
0.65
2.64
0.23
0.23
3.01
0.25
3.74
0.21
2.7
0.22
5.05
0.28
0.67
0.62
1.35
0.46
6.08
0.09
1.31
5.11
0.24
0.86
2.51
1.23
6.89
0.13
2.01
7.92
0.41
5.14
0.34
0.17
4.64
0.12
0.6
1.95
3.84
0.13
0.76
4.22
0.58
0.41
1.36
0.11
0.46
4.53
1.97
3.49
0.79
1.51
0.96
5.0
0.08
0.43
0.47
4.66
0.38
1.36
1.42
0.1
1.26
4.15
0.28
0.39
9.47
1.15
0.19
2.34
0.14
0.19
1.54
1.74
1.4
2.03
0.66
6.54
0.32
4.75
0.45
7.18
0.13
1.36
0.15
1.65
0.41
1.09
1.75
2.8
0.76
0.17
0.11
0.8
3.86
0.29
0.58
5.68
3.55
6.23
0.97
3.01
6.88
0.37
5.16
0.56
6.95
0.54
2.32
5.03
5.6
2.48
1.76
4.51
2.8
4.31
3.24
0.43
0.47
0.55
0.21
7.51
0.12
1.21
1.67
1.61
0.12
2.15
0.08
6.55
0.42
1.89
3.34
0.75
0.54
5.75
3.98
0.21
6.68
0.11
5.51
0.88
5.74
1.36
1.43
3.77
9.09
7.32
4.21
5.18
2.34
4.63
0.73
0.22
3.61
1.08
1.96
0.38
2.53
7.55
0.44
4.44
2.52
3.23
0.54
1.62
4.24
0.85
3.41
4.85
7.13
0.31
1.36
1.57
0.14
0.47
6.83
4.37
0.85
2.89
0.1
0.94
0.1
1.17
2.07
3.63
1.52
4.74
0.09
0.17
1.65
0.39
0.09
1.04
2.93
1.44
0.12
3.95
0.31
0.1
0.18
4.17
0.35
1.07
5.85
0.22
0.2
7.49
3.83
0.28
6.93
2.28
0.9
1.21
0.1
0.61
2.21
0.22
5.72
0.21
1.03
7.14
0.13
0.69
0.59
8.89
0.17
0.47
1.26
0.19
1.86
0.47
0.23
0.59
1.25
1.92
3.55
1.01
0.24
5.29
0.48
1.05
1.71
0.07
0.27
8.1
0.16
0.79
6.01
0.08
4.77
3.75
0.14
1.01
0.97
4.55
0.38
1.86
5.39
2.69
5.51
3.41
1.1
2.09
0.14
3.95
0.14
2.58
4.06
0.14
0.77
2.13
0.14
3.24
0.22
2.16
5.13
0.16
3.16
4.41
3.92
0.52
6.74
1.59
6.6
0.3
3.27
8.28
4.93
1.6
6.91
3.12
0.33
0.15
0.66
5.78
0.13
7.12
3.98
0.3
6.36
4.26
0.11
3.74
5.09
5.15
0.36
3.35
7.34
2.34
1.13
0.07
1.71
5.78
0.19
8.98
8.98
2.66
5.29
0.17
1.82
3.84
0.49
8.18
0.77
5.64
1.73
6.0
0.88
0.18
1.78
3.14
0.2
3.83
0.13
5.24
0.07
3.23
0.7
0.57
0.68
2.88
0.37
1.75
3.94
0.73
1.18
4.36
0.09
2.51
4.82
0.08
0.82
2.24
0.52
0.65
0.07
0.35
1.85
0.19
6.01
0.21
0.74
5.67
0.09
0.92
0.16
0.25
4.71
4.7
0.27
0.98
3.31
0.39
1.82
1.13
3.0
0.38
0.1
1.02
4.95
0.38
3.05
0.61
0.86
0.45
0.16
2.39
0.38
0.39
4.35
0.47
5.84
0.31
0.11
0.11
8.3
1.11
2.29
0.59
9.78
0.17
0.56
1.17
6.3
0.49
0.14
4.95
0.11
2.23
0.43
3.29
1.03
1.01
0.47
6.36
0.69
2.3
0.15
0.33
0.44
1.83
2.82
0.07
7.42
2.14
0.24
0.7
2.83
3.56
0.81
0.52
1.88
0.18
3.38
3.48
5.86
0.33
0.08
6.11
0.51
0.28
2.72
3.58
0.12
3.28
0.16
2.29
2.76
3.18
7.0
0.44
0.16
2.81
2.46
0.4
3.05
8.52
0.1
6.94
0.33
1.83
3.76
0.26
0.27
3.11
0.94
5.52
0.35
3.95
0.16
7.03
0.45
3.83
3.15
4.82
0.82
0.51
1.25
2.95
1.14
2.63
3.45
0.09
0.79
1.18
0.19
3.05
3.64
0.2
2.76
1.54
3.13
0.96
4.06
1.93
5.18
1.31
2.17
7.64
0.8
4.43
2.41
0.31
0.34
0.12
5.31
0.38
0.07
1.28
3.81
0.56
0.08
0.11
0.69
6.88
1.21
5.87
1.49
4.9
0.71
5.75
0.1
1.27
0.82
0.64
0.93
1.38
0.39
0.41
1.06
4.04
0.08
5.13
0.23
6.15
0.46
5.97
0.34
1.64
0.24
1.49
0.4
2.46
4.19
0.25
1.42
0.22
0.22
0.54
1.69
4.69
1.34
0.9
2.8
2.93
0.36
5.16
2.84
5.39
2.48
4.84
1.26
7.61
0.12
0.22
0.15
7.32
0.13
0.29
0.21
1.17
1.7
1.29
0.56
1.26
4.75
2.25
8.89
0.48
3.69
0.13
4.93
7.55
1.69
0.48
2.66
0.38
0.38
4.25
4.25
0.17
0.21
1.2
4.5
0.13
0.13
3.53
3.53
0.15
0.28
0.91
2.33
4.54
1.43
0.3
0.31
2.61
0.08
4.23
0.51
2.54
2.57
0.57
4.86
0.72
0.08
0.59
1.88
2.58
3.38
0.37
0.3
1.32
5.26
1.53
0.28
1.04
0.29
1.71
6.26
0.09
1.02
0.24
0.63
3.69
1.88
2.63
0.14
0.33
2.9
1.02
6.52
1.85
1.02
0.21
1.66
2.57
2.04
0.69
0.59
1.41
3.39
0.17
0.16
0.88
1.06
0.64
3.87
2.79
5.9
0.03
0.25
0.15
3.96
0.44
1.97
4.98
0.63
0.64
0.32
0.14
0.14
0.11
3.08
2.88
2.6
6.17
0.35
2.0
4.9
1.08
0.11
3.71
0.21
3.11
0.15
2.9
0.96
0.14
0.41
0.3
7.34
0.11
0.27
6.44
0.09
0.55
6.37
0.18
7.09
0.22
0.46
4.8
0.11
2.01
0.15
3.56
0.14
0.53
4.35
2.63
2.47
0.78
0.07
0.87
2.34
0.18
0.29
8.33
0.53
5.88
0.25
0.78
2.13
0.2
0.44
2.47
4.93
1.08
2.72
0.32
0.5
0.11
0.88
3.57
0.23
2.04
4.85
0.49
1.51
3.23
6.86
0.09
0.09
3.45
1.16
0.85
1.73
5.27
0.57
2.07
0.28
0.41
7.16
3.54
0.31
1.52
0.09
1.64
0.19
2.83
0.15
6.75
7.1
5.46
0.15
0.21
5.15
0.23
4.17
0.24
0.26
0.61
2.72
0.17
2.49
1.7
0.46
1.23
0.21
0.65
0.18
0.18
4.7
6.18
0.72
1.26
0.41
0.66
5.44
1.42
6.65
2.02
1.55
0.73
0.24
0.38
1.56
4.66
0.18
1.71
0.25
0.42
3.31
2.55
0.03
0.09
0.16
1.17
0.22
0.11
0.16
1.0
1.08
1.11
0.13
1.03
3.75
3.01
0.37
0.14
0.57
0.41
0.29
0.06
3.77
0.1
4.81
1.1
3.38
0.43
5.05
0.45
5.4
4.04
0.19
1.09
3.56
0.31
0.24
0.39
4.05
0.62
1.44
0.14
5.52
1.67
0.15
2.09
1.18
7.76
4.53
0.86
1.87
4.05
8.47
0.63
8.03
0.11
7.43
0.81
1.42
5.18
0.37
5.01
0.17
1.28
5.02
0.6
5.06
0.51
1.85
2.89
2.85
0.11
3.6
0.11
0.16
0.56
1.38
0.11
2.23
5.54
0.25
0.52
5.81
2.36
4.16
0.21
0.31
0.14
2.37
0.47
0.22
0.83
4.25
4.1
0.11
0.18
0.86
1.35
0.1
0.3
0.14
3.01
1.64
8.53
0.22
0.27
1.82
4.85
0.16
0.9
0.15
0.48
0.59
3.73
0.2
3.72
0.27
1.95
2.28
6.26
0.47
7.77
0.36
0.29
5.8
0.12
0.6
5.34
0.17
0.52
1.06
7.46
0.2
0.37
0.1
0.39
0.15
3.03
1.81
4.96
0.39
5.25
0.22
0.9
0.24
5.08
0.33
4.32
0.11
0.3
0.71
1.95
4.18
0.12
3.91
0.44
0.7
0.86
0.7
1.07
5.38
3.4
7.3
5.16
4.56
1.36
7.59
0.65
0.61
1.47
0.52
0.11
1.09
8.42
3.76
0.62
1.05
1.51
1.77
0.81
6.93
0.17
0.5
3.38
0.39
6.93
0.76
1.16
0.28
0.67
6.1
0.17
1.76
0.29
0.46
3.48
1.03
1.25
4.7
0.2
0.43
2.64
0.33
1.64
6.13
0.48
8.99
3.14
1.9
2.91
0.14
0.85
4.7
1.24
3.02
0.14
0.83
0.67
6.72
0.38
5.82
7.01
5.67
0.09
0.5
0.94
3.7
2.24
2.19
6.32
0.57
